Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518081407139,676,236,758,407,493,389,0,0,1
0,1,1518081407140,676,236,758,407,493,389,0,0,1
0,1,1518081407148,669,249,758,407,493,389,0,0,1
0,1,1518081407150,669,249,758,407,493,389,0,0,1
0,1,1518081407153,663,260,758,407,493,389,0,0,1
0,1,1518081407154,663,260,758,407,493,389,0,0,1
0,1,1518081407163,660,264,758,407,493,389,0,0,1
0,1,1518081407164,660,264,758,407,493,389,0,0,1
0,1,1518081407168,656,271,758,407,493,389,0,0,1
0,1,1518081407169,656,271,758,407,493,389,0,0,1
0,1,1518081407181,653,277,758,407,493,389,0,0,1
0,1,1518081407184,653,277,758,407,493,389,0,0,1
0,1,1518081407185,650,282,758,407,493,389,0,0,1
0,1,1518081407199,649,283,758,407,493,389,0,0,1
0,1,1518081407200,649,283,758,407,493,389,0,0,1
0,1,1518081407201,647,286,758,407,493,389,0,0,1
0,1,1518081407217,646,289,758,407,493,389,0,0,1
0,1,1518081407218,645,290,758,407,493,389,0,0,1
0,1,1518081407232,644,292,758,407,493,389,0,0,1
0,1,1518081407233,644,292,758,407,493,389,0,0,1
0,1,1518081407233,644,293,758,407,493,389,0,0,1
0,1,1518081407241,643,294,758,407,493,389,0,0,1
0,1,1518081407247,643,294,758,407,493,389,0,0,1
0,1,1518081407249,643,294,758,407,493,389,0,0,1
0,1,1518081407250,643,294,758,407,493,389,0,0,1
0,1,1518081407257,642,295,758,407,493,389,0,0,1
0,1,1518081407258,642,295,758,407,493,389,0,0,1
0,1,1518081407265,642,295,758,407,493,389,0,0,1
0,1,1518081407266,642,295,758,407,493,389,0,0,1
0,1,1518081407274,642,295,758,407,493,389,0,0,1
0,1,1518081407281,642,295,758,407,493,389,0,0,1
0,1,1518081407282,642,295,758,407,493,389,0,0,1
0,1,1518081407290,641,295,758,407,493,389,0,0,1
0,1,1518081407294,641,295,758,407,493,389,0,0,1
0,1,1518081407305,641,295,758,407,493,389,0,0,1
0,1,1518081407311,641,295,758,407,493,389,0,0,1
0,1,1518081407316,641,295,758,407,493,389,0,0,1
0,1,1518081407318,641,295,758,407,493,389,0,0,1
0,1,1518081407326,640,295,758,407,493,389,0,0,1
0,1,1518081407332,640,295,758,407,493,389,0,0,1
0,1,1518081407556,640,295,758,407,493,389,0,0,1
0,1,1518081407557,640,295,758,407,493,389,0,0,1
0,1,1518081407564,640,293,758,407,493,389,0,0,1
0,1,1518081407565,640,293,758,407,493,389,0,0,1
0,1,1518081407571,639,291,758,407,493,389,0,0,1
0,1,1518081407572,639,291,758,407,493,389,0,0,1
0,1,1518081407580,637,289,758,407,493,389,0,0,1
0,1,1518081407581,637,289,758,407,493,389,0,0,1
0,1,1518081407587,636,287,758,407,493,389,0,0,1
0,1,1518081407588,636,287,758,407,493,389,0,0,1
0,1,1518081407596,634,285,758,407,493,389,0,0,1
0,1,1518081407597,634,285,758,407,493,389,0,0,1
0,1,1518081407602,633,283,758,407,493,389,0,0,1
0,1,1518081407603,633,283,758,407,493,389,0,0,1
0,1,1518081407613,632,282,758,407,493,389,0,0,1
0,1,1518081407616,632,282,758,407,493,389,0,0,1
0,1,1518081407621,630,280,758,407,493,389,0,0,1
0,1,1518081407621,630,280,758,407,493,389,0,0,1
0,1,1518081407625,630,279,758,407,493,389,0,0,1
0,1,1518081407631,630,279,758,407,493,389,0,0,1
0,1,1518081407635,629,278,758,407,493,389,0,0,1
0,1,1518081407636,629,278,758,407,493,389,0,0,1
0,1,1518081407641,629,278,758,407,493,389,0,0,1
0,1,1518081407642,629,278,758,407,493,389,0,0,1
0,1,1518081407652,628,278,758,407,493,389,0,0,1
0,1,1518081407652,628,278,758,407,493,389,0,0,1
0,1,1518081407657,628,277,758,407,493,389,0,0,1
38,1,1518081407658,628,277,758,407,493,389,0,0,1
0,2,1518081407836,628,277,758,407,493,389,0,0,1
36,3,1518081407867,628,277,758,407,493,389,0,0,1
0,0,1518081408098,628,277,758,407,493,389,0,0,1
0,1,1518081409045,629,279,758,407,493,389,0,0,1
0,1,1518081409055,629,279,758,407,493,389,0,0,1
0,1,1518081409056,631,282,758,407,493,389,0,0,1
0,1,1518081409060,634,284,758,407,493,389,0,0,1
0,1,1518081409061,634,284,758,407,493,389,0,0,1
0,1,1518081409070,636,287,758,407,493,389,0,0,1
0,1,1518081409071,636,287,758,407,493,389,0,0,1
