Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518081409580,477,389,841,407,576,389,0,0,1
0,1,1518081409588,466,389,841,407,576,389,0,0,1
0,1,1518081409606,446,395,841,407,576,389,0,0,1
0,1,1518081409621,427,403,841,407,576,389,0,0,1
0,1,1518081409643,391,417,841,407,576,389,0,0,1
0,1,1518081409665,352,429,841,407,576,389,0,0,1
0,1,1518081409671,346,430,841,407,576,389,0,0,1
0,1,1518081409691,323,435,841,407,576,389,0,0,1
0,1,1518081409704,303,437,841,407,576,389,0,0,1
0,1,1518081409721,288,439,841,407,576,389,0,0,1
0,1,1518081409738,275,440,841,407,576,389,0,0,1
0,1,1518081409755,265,440,841,407,576,389,0,0,1
0,1,1518081409772,255,441,841,407,576,389,0,0,1
0,1,1518081409788,247,442,841,407,576,389,0,0,1
0,1,1518081409805,239,443,841,407,576,389,0,0,1
38,1,1518081409814,238,443,841,407,576,389,0,0,1
0,0,1518081410164,238,443,841,407,576,389,0,0,1
0,1,1518081418066,315,439,841,407,576,389,0,0,1
0,1,1518081418082,364,403,841,407,576,389,0,0,1
0,1,1518081418095,464,341,841,407,576,389,0,0,1
0,1,1518081418111,574,281,841,407,576,389,0,0,1
0,1,1518081418128,695,221,841,407,576,389,0,0,1
0,1,1518081418144,765,188,841,407,576,389,0,0,1
0,1,1518081418161,795,175,841,407,576,389,0,0,1
0,1,1518081418182,833,159,841,407,576,389,0,0,1
0,1,1518081418382,835,158,841,407,576,389,0,0,1
0,1,1518081418395,868,137,841,407,576,389,0,0,1
0,1,1518081418412,921,107,841,407,576,389,0,0,1
0,1,1518081418428,986,71,841,407,576,389,0,0,1
0,1,1518081418445,1029,46,841,407,576,389,0,0,1
0,1,1518081418465,1062,26,841,407,576,389,0,0,1
38,1,1518081418476,1095,5,841,407,576,389,0,0,1
0,0,1518081418766,1095,5,841,407,576,389,0,0,1
38,1,1518081421160,1033,0,841,407,576,389,0,0,1
0,0,1518081421366,1033,0,841,407,576,389,0,0,1
0,1,1518081424929,798,358,841,407,576,389,0,0,1
0,1,1518081424946,793,361,841,407,576,389,0,0,1
0,1,1518081424963,788,363,841,407,576,389,0,0,1
0,1,1518081424980,783,364,841,407,576,389,0,0,1
0,1,1518081424996,778,366,841,407,576,389,0,0,1
0,1,1518081425017,771,369,841,407,576,389,0,0,1
0,1,1518081425030,767,371,841,407,576,389,0,0,1
0,1,1518081425047,763,374,841,407,576,389,0,0,1
0,1,1518081425063,759,376,841,407,576,389,0,0,1
0,1,1518081425080,757,379,841,407,576,389,0,0,1
0,1,1518081425097,754,382,841,407,576,389,0,0,1
0,1,1518081425113,751,385,841,407,576,389,0,0,1
0,1,1518081425130,749,388,841,407,576,389,0,0,1
0,1,1518081425147,747,390,841,407,576,389,0,0,1
0,1,1518081425164,745,393,841,407,576,389,0,0,1
0,1,1518081425180,743,395,841,407,576,389,0,0,1
0,1,1518081425197,741,397,841,407,576,389,0,0,1
0,1,1518081425218,739,399,841,407,576,389,0,0,1
0,1,1518081425230,738,400,841,407,576,389,0,0,1
0,1,1518081425247,738,400,841,407,576,389,0,0,1
0,1,1518081425264,737,401,841,407,576,389,0,0,1
0,1,1518081425314,737,401,841,407,576,389,0,0,1
38,1,1518081425331,737,401,841,407,576,389,0,0,1
0,0,1518081425567,737,401,841,407,576,389,0,0,1
0,2,1518081425712,737,401,841,407,576,389,0,0,1
36,3,1518081425713,737,401,841,407,576,389,0,0,1
