Action,mouse_event_type,Time,op_x,op_y,first_x,first_y,second_x,second_y,scenario,terminal,Bot
0,1,1518083714795,631,244,758,411,493,389,0,0,1
0,1,1518083714816,631,247,758,411,493,389,0,0,1
0,1,1518083714838,633,263,758,411,493,389,0,0,1
0,1,1518083714871,633,269,758,411,493,389,0,0,1
0,1,1518083714882,634,273,758,411,493,389,0,0,1
38,1,1518083714900,634,274,758,411,493,389,0,0,1
0,2,1518083715076,634,274,758,411,493,389,0,0,1
36,3,1518083715219,634,274,758,411,493,389,0,0,1
0,1,1518083715324,634,275,758,411,493,389,0,0,1
38,1,1518083715334,635,284,758,411,493,389,0,0,1
0,0,1518083715590,635,284,758,411,493,389,0,0,1
0,1,1518083715719,629,387,758,411,493,389,0,0,1
0,1,1518083715736,624,390,758,411,493,389,0,0,1
0,1,1518083715751,616,392,758,411,493,389,0,0,1
0,1,1518083715768,606,392,758,411,493,389,0,0,1
0,1,1518083715784,593,392,758,411,493,389,0,0,1
0,1,1518083715801,577,392,758,411,493,389,0,0,1
0,1,1518083715818,560,392,758,411,493,389,0,0,1
0,1,1518083715834,548,390,758,411,493,389,0,0,1
0,1,1518083715852,538,389,758,411,493,389,0,0,1
0,1,1518083715885,524,388,758,411,493,389,0,0,1
0,1,1518083715918,514,388,758,411,493,389,0,0,1
0,1,1518083715935,512,388,758,411,493,389,0,0,1
0,1,1518083715951,507,388,758,411,493,389,0,0,1
0,1,1518083715968,506,388,758,411,493,389,0,0,1
0,1,1518083715985,503,388,758,411,493,389,0,0,1
0,1,1518083716002,500,388,758,411,493,389,0,0,1
0,1,1518083716019,498,388,758,411,493,389,0,0,1
0,1,1518083716035,496,387,758,411,493,389,0,0,1
0,1,1518083716052,494,387,758,411,493,389,0,0,1
0,1,1518083716069,492,387,758,411,493,389,0,0,1
0,1,1518083716085,487,387,758,411,493,389,0,0,1
0,1,1518083716103,481,387,758,411,493,389,0,0,1
0,1,1518083716119,476,387,758,411,493,389,0,0,1
0,1,1518083716135,471,387,758,411,493,389,0,0,1
0,1,1518083716152,466,385,758,411,493,389,0,0,1
0,1,1518083716172,464,385,758,411,493,389,0,0,1
0,1,1518083716186,463,384,758,411,493,389,0,0,1
0,1,1518083716252,466,380,758,411,493,389,0,0,1
0,1,1518083716269,469,379,758,411,493,389,0,0,1
0,1,1518083716286,472,379,758,411,493,389,0,0,1
0,1,1518083716303,474,379,758,411,493,389,0,0,1
0,1,1518083716319,480,376,758,411,493,389,0,0,1
0,1,1518083716336,491,369,758,411,493,389,0,0,1
0,1,1518083716352,510,354,758,411,493,389,0,0,1
0,1,1518083716368,529,337,758,411,493,389,0,0,1
0,1,1518083716386,547,323,758,411,493,389,0,0,1
0,1,1518083716420,560,310,758,411,493,389,0,0,1
0,1,1518083716436,569,301,758,411,493,389,0,0,1
0,1,1518083716453,576,295,758,411,493,389,0,0,1
0,1,1518083716469,581,287,758,411,493,389,0,0,1
0,1,1518083716486,584,281,758,411,493,389,0,0,1
0,1,1518083716502,585,275,758,411,493,389,0,0,1
0,1,1518083716520,585,271,758,411,493,389,0,0,1
0,1,1518083716536,585,266,758,411,493,389,0,0,1
0,1,1518083716553,584,262,758,411,493,389,0,0,1
0,1,1518083716569,583,258,758,411,493,389,0,0,1
0,1,1518083716586,582,256,758,411,493,389,0,0,1
0,1,1518083716603,580,252,758,411,493,389,0,0,1
0,1,1518083716620,578,248,758,411,493,389,0,0,1
0,1,1518083716637,576,242,758,411,493,389,0,0,1
0,1,1518083716653,574,235,758,411,493,389,0,0,1
0,1,1518083716670,571,228,758,411,493,389,0,0,1
38,1,1518083716687,571,225,758,411,493,389,0,0,1
0,2,1518083716718,571,225,758,411,493,389,0,0,1
36,3,1518083716811,571,225,758,411,493,389,0,0,1
0,1,1518083716837,571,226,758,411,493,389,0,0,1
0,1,1518083716853,573,237,758,411,493,389,0,0,1
0,1,1518083716870,577,253,758,411,493,389,0,0,1
0,1,1518083716887,583,277,758,411,493,389,0,0,1
0,1,1518083716904,597,315,758,411,493,389,0,0,1
0,1,1518083716920,618,364,758,411,493,389,0,0,1
0,1,1518083716937,639,404,758,411,493,389,0,0,1
0,1,1518083716970,655,428,758,411,493,389,0,0,1
0,1,1518083716988,666,439,758,411,493,389,0,0,1
0,1,1518083717042,672,443,758,411,493,389,0,0,1
0,1,1518083717071,673,441,758,411,493,389,0,0,1
0,1,1518083717087,675,440,758,411,493,389,0,0,1
0,1,1518083717105,676,438,758,411,493,389,0,0,1
0,1,1518083717121,677,437,758,411,493,389,0,0,1
0,1,1518083717138,679,434,758,411,493,389,0,0,1
0,1,1518083717155,679,433,758,411,493,389,0,0,1
0,1,1518083717171,679,432,758,411,493,389,0,0,1
0,1,1518083717188,679,431,758,411,493,389,0,0,1
0,1,1518083717221,678,431,758,411,493,389,0,0,1
0,1,1518083717238,677,430,758,411,493,389,0,0,1
0,1,1518083717255,672,428,758,411,493,389,0,0,1
0,1,1518083717272,664,425,758,411,493,389,0,0,1
0,1,1518083717288,658,422,758,411,493,389,0,0,1
0,1,1518083717305,649,417,758,411,493,389,0,0,1
0,1,1518083717321,643,415,758,411,493,389,0,0,1
0,1,1518083717339,640,414,758,411,493,389,0,0,1
0,1,1518083717355,639,414,758,411,493,389,0,0,1
38,1,1518083717388,639,413,758,411,493,389,0,0,1
0,2,1518083717412,639,413,758,411,493,389,0,0,1
36,3,1518083717512,639,413,758,411,493,389,0,0,1
